22,L_sup_frontal,HarvardOxford-combined-prob-0021.nii.gz,0022-L_sup_frontal-ts.txt
23,R_sup_frontal,HarvardOxford-combined-prob-0022.nii.gz,0023-R_sup_frontal-ts.txt
24,L_mid_frontal,HarvardOxford-combined-prob-0023.nii.gz,0024-L_mid_frontal-ts.txt
25,R_mid_frontal,HarvardOxford-combined-prob-0024.nii.gz,0025-R_mid_frontal-ts.txt
26,L_inf_frontal_pars_t,HarvardOxford-combined-prob-0025.nii.gz,0026-L_inf_frontal_pars_t-ts.txt
27,R_inf_frontal_pars_t,HarvardOxford-combined-prob-0026.nii.gz,0027-R_inf_frontal_pars_t-ts.txt
28,L_inf_frontal_pars_op,HarvardOxford-combined-prob-0027.nii.gz,0028-L_inf_frontal_pars_op-ts.txt
29,R_inf_frontal_pars_op,HarvardOxford-combined-prob-0028.nii.gz,0029-R_inf_frontal_pars_op-ts.txt
30,L_precentral,HarvardOxford-combined-prob-0029.nii.gz,0030-L_precentral-ts.txt
31,R_precentral,HarvardOxford-combined-prob-0030.nii.gz,0031-R_precentral-ts.txt
32,L_temporal_pole,HarvardOxford-combined-prob-0031.nii.gz,0032-L_temporal_pole-ts.txt
33,R_temporal_pole,HarvardOxford-combined-prob-0032.nii.gz,0033-R_temporal_pole-ts.txt
34,L_sup_temporal_ant,HarvardOxford-combined-prob-0033.nii.gz,0034-L_sup_temporal_ant-ts.txt
35,R_sup_temporal_ant,HarvardOxford-combined-prob-0034.nii.gz,0035-R_sup_temporal_ant-ts.txt
36,L_sup_temporal_post,HarvardOxford-combined-prob-0035.nii.gz,0036-L_sup_temporal_post-ts.txt
37,R_sup_temporal_post,HarvardOxford-combined-prob-0036.nii.gz,0037-R_sup_temporal_post-ts.txt
38,L_mid_temporal_ant,HarvardOxford-combined-prob-0037.nii.gz,0038-L_mid_temporal_ant-ts.txt
39,R_mid_temporal_ant,HarvardOxford-combined-prob-0038.nii.gz,0039-R_mid_temporal_ant-ts.txt
40,L_mid_temporal_post,HarvardOxford-combined-prob-0039.nii.gz,0040-L_mid_temporal_post-ts.txt
41,R_mid_temporal_post,HarvardOxford-combined-prob-0040.nii.gz,0041-R_mid_temporal_post-ts.txt
42,L_mid_temporal_TO,HarvardOxford-combined-prob-0041.nii.gz,0042-L_mid_temporal_TO-ts.txt
43,R_mid_temporal_TO,HarvardOxford-combined-prob-0042.nii.gz,0043-R_mid_temporal_TO-ts.txt
44,L_inf_temporal_ant,HarvardOxford-combined-prob-0043.nii.gz,0044-L_inf_temporal_ant-ts.txt
45,R_inf_temporal_ant,HarvardOxford-combined-prob-0044.nii.gz,0045-R_inf_temporal_ant-ts.txt
46,L_inf_temporal_post,HarvardOxford-combined-prob-0045.nii.gz,0046-L_inf_temporal_post-ts.txt
47,R_inf_temporal_post,HarvardOxford-combined-prob-0046.nii.gz,0047-R_inf_temporal_post-ts.txt
48,L_inf_temporal_TO,HarvardOxford-combined-prob-0047.nii.gz,0048-L_inf_temporal_TO-ts.txt
49,R_inf_temporal_TO,HarvardOxford-combined-prob-0048.nii.gz,0049-R_inf_temporal_TO-ts.txt
50,L_postcentral,HarvardOxford-combined-prob-0049.nii.gz,0050-L_postcentral-ts.txt
51,R_postcentral,HarvardOxford-combined-prob-0050.nii.gz,0051-R_postcentral-ts.txt
52,L_sup_parietal,HarvardOxford-combined-prob-0051.nii.gz,0052-L_sup_parietal-ts.txt
53,R_sup_parietal,HarvardOxford-combined-prob-0052.nii.gz,0053-R_sup_parietal-ts.txt
54,L_supramarginal_ant,HarvardOxford-combined-prob-0053.nii.gz,0054-L_supramarginal_ant-ts.txt
55,R_supramarginal_ant,HarvardOxford-combined-prob-0054.nii.gz,0055-R_supramarginal_ant-ts.txt
56,L_supramarginal_post,HarvardOxford-combined-prob-0055.nii.gz,0056-L_supramarginal_post-ts.txt
57,R_supramarginal_post,HarvardOxford-combined-prob-0056.nii.gz,0057-R_supramarginal_post-ts.txt
58,L_angular,HarvardOxford-combined-prob-0057.nii.gz,0058-L_angular-ts.txt
59,R_angular,HarvardOxford-combined-prob-0058.nii.gz,0059-R_angular-ts.txt
60,L_lat_occipital_sup,HarvardOxford-combined-prob-0059.nii.gz,0060-L_lat_occipital_sup-ts.txt
61,R_lat_occipital_sup,HarvardOxford-combined-prob-0060.nii.gz,0061-R_lat_occipital_sup-ts.txt
62,L_lat_occipital_inf,HarvardOxford-combined-prob-0061.nii.gz,0062-L_lat_occipital_inf-ts.txt
63,R_lat_occipital_inf,HarvardOxford-combined-prob-0062.nii.gz,0063-R_lat_occipital_inf-ts.txt
64,L_intracalcarine,HarvardOxford-combined-prob-0063.nii.gz,0064-L_intracalcarine-ts.txt
65,R_intracalcarine,HarvardOxford-combined-prob-0064.nii.gz,0065-R_intracalcarine-ts.txt
66,L_frontal_medial,HarvardOxford-combined-prob-0065.nii.gz,0066-L_frontal_medial-ts.txt
67,R_frontal_medial,HarvardOxford-combined-prob-0066.nii.gz,0067-R_frontal_medial-ts.txt
68,L_juxtapositional,HarvardOxford-combined-prob-0067.nii.gz,0068-L_juxtapositional-ts.txt
69,R_juxtapositional,HarvardOxford-combined-prob-0068.nii.gz,0069-R_juxtapositional-ts.txt
70,L_subcallosal,HarvardOxford-combined-prob-0069.nii.gz,0070-L_subcallosal-ts.txt
71,R_subcallosal,HarvardOxford-combined-prob-0070.nii.gz,0071-R_subcallosal-ts.txt
72,L_paracingulate,HarvardOxford-combined-prob-0071.nii.gz,0072-L_paracingulate-ts.txt
73,R_paracingulate,HarvardOxford-combined-prob-0072.nii.gz,0073-R_paracingulate-ts.txt
74,L_cingulate_ant,HarvardOxford-combined-prob-0073.nii.gz,0074-L_cingulate_ant-ts.txt
75,R_cingulate_ant,HarvardOxford-combined-prob-0074.nii.gz,0075-R_cingulate_ant-ts.txt
76,L_cingulate_post,HarvardOxford-combined-prob-0075.nii.gz,0076-L_cingulate_post-ts.txt
77,R_cingulate_post,HarvardOxford-combined-prob-0076.nii.gz,0077-R_cingulate_post-ts.txt
78,L_precuneus,HarvardOxford-combined-prob-0077.nii.gz,0078-L_precuneus-ts.txt
79,R_precuneus,HarvardOxford-combined-prob-0078.nii.gz,0079-R_precuneus-ts.txt
80,L_cuneus,HarvardOxford-combined-prob-0079.nii.gz,0080-L_cuneus-ts.txt
81,R_cuneus,HarvardOxford-combined-prob-0080.nii.gz,0081-R_cuneus-ts.txt
82,L_frontal_orbital,HarvardOxford-combined-prob-0081.nii.gz,0082-L_frontal_orbital-ts.txt
83,R_frontal_orbital,HarvardOxford-combined-prob-0082.nii.gz,0083-R_frontal_orbital-ts.txt
84,L_parahippocampal_ant,HarvardOxford-combined-prob-0083.nii.gz,0084-L_parahippocampal_ant-ts.txt
85,R_parahippocampal_ant,HarvardOxford-combined-prob-0084.nii.gz,0085-R_parahippocampal_ant-ts.txt
86,L_parahippocampal_post,HarvardOxford-combined-prob-0085.nii.gz,0086-L_parahippocampal_post-ts.txt
87,R_parahippocampal_post,HarvardOxford-combined-prob-0086.nii.gz,0087-R_parahippocampal_post-ts.txt
88,L_lingual,HarvardOxford-combined-prob-0087.nii.gz,0088-L_lingual-ts.txt
89,R_lingual,HarvardOxford-combined-prob-0088.nii.gz,0089-R_lingual-ts.txt
90,L_temporal_fusiform_ant,HarvardOxford-combined-prob-0089.nii.gz,0090-L_temporal_fusiform_ant-ts.txt
91,R_temporal_fusiform_ant,HarvardOxford-combined-prob-0090.nii.gz,0091-R_temporal_fusiform_ant-ts.txt
92,L_temporal_fusiform_post,HarvardOxford-combined-prob-0091.nii.gz,0092-L_temporal_fusiform_post-ts.txt
93,R_temporal_fusiform_post,HarvardOxford-combined-prob-0092.nii.gz,0093-R_temporal_fusiform_post-ts.txt
94,L_temporal_fusiform_TO,HarvardOxford-combined-prob-0093.nii.gz,0094-L_temporal_fusiform_TO-ts.txt
95,R_temporal_fusiform_TO,HarvardOxford-combined-prob-0094.nii.gz,0095-R_temporal_fusiform_TO-ts.txt
96,L_occipital_fusiform,HarvardOxford-combined-prob-0095.nii.gz,0096-L_occipital_fusiform-ts.txt
97,R_occipital_fusiform,HarvardOxford-combined-prob-0096.nii.gz,0097-R_occipital_fusiform-ts.txt
98,L_frontal_operculum,HarvardOxford-combined-prob-0097.nii.gz,0098-L_frontal_operculum-ts.txt
99,R_frontal_operculum,HarvardOxford-combined-prob-0098.nii.gz,0099-R_frontal_operculum-ts.txt
100,L_central_operculum,HarvardOxford-combined-prob-0099.nii.gz,0100-L_central_operculum-ts.txt
101,R_central_operculum,HarvardOxford-combined-prob-0100.nii.gz,0101-R_central_operculum-ts.txt
102,L_parietal_operculum,HarvardOxford-combined-prob-0101.nii.gz,0102-L_parietal_operculum-ts.txt
103,R_parietal_operculum,HarvardOxford-combined-prob-0102.nii.gz,0103-R_parietal_operculum-ts.txt
104,L_planum_polare,HarvardOxford-combined-prob-0103.nii.gz,0104-L_planum_polare-ts.txt
105,R_planum_polare,HarvardOxford-combined-prob-0104.nii.gz,0105-R_planum_polare-ts.txt
106,L_heschl,HarvardOxford-combined-prob-0105.nii.gz,0106-L_heschl-ts.txt
107,R_heschl,HarvardOxford-combined-prob-0106.nii.gz,0107-R_heschl-ts.txt
108,L_planum_temporale,HarvardOxford-combined-prob-0107.nii.gz,0108-L_planum_temporale-ts.txt
109,R_planum_temporale,HarvardOxford-combined-prob-0108.nii.gz,0109-R_planum_temporale-ts.txt
110,L_supracalcarine,HarvardOxford-combined-prob-0109.nii.gz,0110-L_supracalcarine-ts.txt
111,R_supracalcarine,HarvardOxford-combined-prob-0110.nii.gz,0111-R_supracalcarine-ts.txt
112,L_occipital_pole,HarvardOxford-combined-prob-0111.nii.gz,0112-L_occipital_pole-ts.txt
113,R_occipital_pole,HarvardOxford-combined-prob-0112.nii.gz,0113-R_occipital_pole-ts.txt
